[2023-06-02 10:09:01,862][Thread-6:27656][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632]
[2023-06-02 10:09:01,866][Thread-3:21788][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268]
[2023-06-02 10:09:01,899][Thread-2:18504][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3385]
[2023-06-02 10:09:01,907][Thread-4:25088][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817]
[2023-06-02 10:09:01,914][Thread-1:28900][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457]
[2023-06-02 10:09:01,921][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/js/jquery-3.5.1.min.js HTTP/1.1" 200 89476]
[2023-06-02 10:09:01,932][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458]
[2023-06-02 10:09:02,335][Thread-5:28652][task_id:django.request][log.py:241][WARNING][Not Found: /favicon.ico]
[2023-06-02 10:09:02,337][Thread-5:28652][task_id:django.server][basehttp.py:187][WARNING]["GET /favicon.ico HTTP/1.1" 404 14816]
[2023-06-02 10:09:05,963][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /admin HTTP/1.1" 301 0]
[2023-06-02 10:09:06,141][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /admin/ HTTP/1.1" 302 0]
[2023-06-02 10:09:06,344][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /admin/login/?next=/admin/ HTTP/1.1" 200 2220]
[2023-06-02 10:09:06,386][Thread-4:25088][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2619]
[2023-06-02 10:09:06,386][Thread-2:18504][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/css/login.css HTTP/1.1" 200 958]
[2023-06-02 10:09:06,387][Thread-1:28900][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/css/dark_mode.css HTTP/1.1" 200 796]
[2023-06-02 10:09:06,390][Thread-3:21788][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/css/responsive.css HTTP/1.1" 200 18854]
[2023-06-02 10:09:06,390][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/css/base.css HTTP/1.1" 200 20344]
[2023-06-02 10:09:06,413][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/css/fonts.css HTTP/1.1" 200 423]
[2023-06-02 10:09:06,424][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3763]
[2023-06-02 10:09:06,464][Thread-5:28652][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876]
[2023-06-02 10:09:06,466][Thread-3:21788][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692]
[2023-06-02 10:09:08,845][Thread-3:21788][task_id:django.server][basehttp.py:187][INFO]["POST /admin/login/?next=/admin/ HTTP/1.1" 200 2352]
[2023-06-02 10:09:08,933][Thread-3:21788][task_id:django.server][basehttp.py:187][INFO]["GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 86184]
[2023-06-02 10:09:47,551][MainThread:8988][task_id:django.utils.autoreload][autoreload.py:266][INFO][E:\BlogTemp\DjangoBlogBackend\project\urls.py changed, reloading.]
[2023-06-02 10:09:48,755][MainThread:23268][task_id:django.utils.autoreload][autoreload.py:677][INFO][Watching for file changes with StatReloader]
